Unnamed: 0,tanggal_kejadian,kota_administrasi,lokasi,rw,jumlah_terdampak_jiwa,ketinggian_air,tahun,kecamatan,latitude,longitude
0,2018-01-02,jakarta barat,kamal muara,1,0,30,2018,penjaringan,-6.185562,106.94010945394294
1,2018-01-02,jakarta barat,kamal muara,4,0,30,2018,penjaringan,-6.185562,106.94010945394294
2,2018-01-03,jakarta utara,kamal,1,0,25,2018,kalideres,-6.1528985,106.74471823726267
3,2018-01-03,jakarta utara,kamal,4,0,25,2018,kalideres,-6.1528985,106.74471823726267
4,2018-01-04,jakarta utara,kamal,1,0,25,2018,kalideres,-6.1528985,106.74471823726267
5,2018-01-04,jakarta utara,kamal,4,0,25,2018,kalideres,-6.1528985,106.74471823726267
6,2018-01-05,jakarta utara,kamal,1,0,25,2018,kalideres,-6.1528985,106.74471823726267
7,2018-01-05,jakarta utara,kamal,4,0,25,2018,kalideres,-6.1528985,106.74471823726267
8,2018-01-18,jakarta utara,kamal,1,0,25,2018,kalideres,-6.1528985,106.74471823726267
9,2018-01-18,jakarta utara,kamal,4,0,25,2018,kalideres,-6.1528985,106.74471823726267
10,2018-01-31,jakarta utara,kamal,1,0,25,2018,kalideres,-6.1528985,106.74471823726267
11,2018-01-31,jakarta utara,kamal,4,0,25,2018,kalideres,-6.1528985,106.74471823726267
12,2018-01-03,jakarta utara,jelambar baru,1,0,15,2018,grogol petamburan,-6.1528985,106.74471823726267
13,2018-01-03,jakarta utara,jelambar,7,0,20,2018,grogol petamburan,-6.1528985,106.74471823726267
14,2018-01-18,jakarta utara,kembangan utara,3,0,20,2018,kembangan,-6.2897982,106.79692637055228
15,2018-01-18,jakarta utara,kembangan utara,4,0,20,2018,kembangan,-6.2897982,106.79692637055228
16,2018-01-18,jakarta utara,kembangan utara,5,0,20,2018,kembangan,-6.2897982,106.79692637055228
17,2018-01-18,jakarta utara,kembangan utara,6,0,20,2018,kembangan,-6.2897982,106.79692637055228
18,2018-01-18,jakarta utara,kapuk,2,0,30,2018,cengkareng,-6.12901455,106.944453775
19,2018-01-18,jakarta utara,kapuk,5,0,30,2018,cengkareng,-6.12901455,106.944453775
20,2018-01-18,jakarta utara,kapuk,6,0,30,2018,cengkareng,-6.12901455,106.944453775
21,2018-01-18,jakarta utara,kapuk,7,0,30,2018,cengkareng,-6.12901455,106.944453775
22,2018-01-18,jakarta utara,kapuk,9,0,30,2018,cengkareng,-6.12901455,106.944453775
23,2018-01-18,jakarta utara,kapuk,12,0,30,2018,cengkareng,-6.12901455,106.944453775
24,2018-01-18,jakarta utara,kapuk,13,0,30,2018,cengkareng,-6.12901455,106.944453775
25,2018-01-18,jakarta utara,kapuk,15,0,30,2018,cengkareng,-6.12901455,106.944453775
26,2018-01-18,jakarta utara,kapuk,16,0,30,2018,cengkareng,-6.12901455,106.944453775
27,2018-01-18,jakarta utara,rawa buaya,1,0,20,2018,cengkareng,-6.12901455,106.944453775
28,2018-01-18,jakarta utara,rawa buaya,2,0,20,2018,cengkareng,-6.12901455,106.944453775
29,2018-01-18,jakarta utara,cengkareng timur,3,0,40,2018,cengkareng,-6.12901455,106.944453775
30,2018-01-18,jakarta utara,cengkareng timur,4,0,40,2018,cengkareng,-6.12901455,106.944453775
31,2018-01-18,jakarta utara,cengkareng timur,12,0,40,2018,cengkareng,-6.12901455,106.944453775
32,2018-01-18,jakarta utara,cengkareng timur,13,0,40,2018,cengkareng,-6.12901455,106.944453775
33,2018-02-15,jakarta pusat,cempaka putih timur,5,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
34,2018-02-15,jakarta pusat,cempaka putih timur,7,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
35,2018-02-15,jakarta pusat,cempaka putih timur,8,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
36,2018-02-16,jakarta pusat,cempaka putih timur,5,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
37,2018-02-16,jakarta pusat,cempaka putih timur,7,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
38,2018-02-16,jakarta pusat,cempaka putih timur,8,0,35,2018,cempaka putih,-6.3296346,106.87660392506864
39,2018-02-15,jakarta pusat,serdang,1,0,50,2018,kemayoran,-6.1641878,106.78831657883393
40,2018-02-15,jakarta pusat,serdang,7,0,50,2018,kemayoran,-6.1641878,106.78831657883393
41,2018-02-01,jakarta utara,kamal muara,1,0,10,2018,penjaringan,-6.185562,106.94010945394294
42,2018-02-01,jakarta utara,kamal muara,2,0,10,2018,penjaringan,-6.185562,106.94010945394294
43,2018-02-01,jakarta utara,kamal muara,4,0,10,2018,penjaringan,-6.185562,106.94010945394294
44,2018-02-15,jakarta utara,kamal muara,1,0,10,2018,penjaringan,-6.185562,106.94010945394294
45,2018-02-15,jakarta utara,kamal muara,2,0,10,2018,penjaringan,-6.185562,106.94010945394294
46,2018-02-15,jakarta utara,kamal muara,4,0,10,2018,penjaringan,-6.185562,106.94010945394294
47,2018-02-15,jakarta utara,penjaringan,12,0,35,2018,penjaringan,-6.185562,106.94010945394294
48,2018-02-15,jakarta utara,penjaringan,17,0,35,2018,penjaringan,-6.185562,106.94010945394294
49,2018-02-15,jakarta utara,kapuk muara,1,0,15,2018,penjaringan,-6.185562,106.94010945394294
50,2018-02-15,jakarta utara,sukapura,1,30,50,2018,cilincing,-6.3244486,106.81917593837187
51,2018-02-15,jakarta utara,sukapura,10,30,50,2018,cilincing,-6.3244486,106.81917593837187
52,2018-02-16,jakarta utara,sukapura,1,30,50,2018,cilincing,-6.3244486,106.81917593837187
53,2018-02-16,jakarta utara,sukapura,10,30,50,2018,cilincing,-6.3244486,106.81917593837187
54,2018-02-15,jakarta utara,pegangsaan dua,3,100,70,2018,kelapa gading,-6.2149252,106.8703394
55,2018-02-16,jakarta utara,pegangsaan dua,3,100,70,2018,kelapa gading,-6.2149252,106.8703394
56,2018-02-15,jakarta utara,tugu selatan,4,140,40,2018,koja,-7.2353758,110.0802575
57,2018-02-16,jakarta utara,tugu selatan,4,140,40,2018,koja,-7.2353758,110.0802575
58,2018-02-05,jakarta barat,tegal alur,1,0,30,2018,kalideres,-6.1528985,106.74471823726267
59,2018-02-05,jakarta barat,tegal alur,2,0,30,2018,kalideres,-6.1528985,106.74471823726267
60,2018-02-05,jakarta barat,tegal alur,3,0,30,2018,kalideres,-6.1528985,106.74471823726267
61,2018-02-05,jakarta barat,tegal alur,4,0,30,2018,kalideres,-6.1528985,106.74471823726267
62,2018-02-05,jakarta barat,tegal alur,5,0,30,2018,kalideres,-6.1528985,106.74471823726267
63,2018-02-05,jakarta barat,tegal alur,6,0,30,2018,kalideres,-6.1528985,106.74471823726267
64,2018-02-05,jakarta barat,tegal alur,7,0,30,2018,kalideres,-6.1528985,106.74471823726267
65,2018-02-05,jakarta barat,tegal alur,8,0,30,2018,kalideres,-6.1528985,106.74471823726267
66,2018-02-05,jakarta barat,tegal alur,9,0,30,2018,kalideres,-6.1528985,106.74471823726267
67,2018-02-05,jakarta barat,tegal alur,10,0,30,2018,kalideres,-6.1528985,106.74471823726267
68,2018-02-05,jakarta barat,tegal alur,11,0,30,2018,kalideres,-6.1528985,106.74471823726267
69,2018-02-05,jakarta barat,tegal alur,12,0,30,2018,kalideres,-6.1528985,106.74471823726267
70,2018-02-05,jakarta barat,tegal alur,13,0,30,2018,kalideres,-6.1528985,106.74471823726267
71,2018-02-05,jakarta barat,tegal alur,14,0,30,2018,kalideres,-6.1528985,106.74471823726267
72,2018-02-05,jakarta barat,tegal alur,15,0,30,2018,kalideres,-6.1528985,106.74471823726267
73,2018-02-05,jakarta barat,tegal alur,16,0,30,2018,kalideres,-6.1528985,106.74471823726267
74,2018-02-15,jakarta barat,tegal alur,1,0,30,2018,kalideres,-6.1528985,106.74471823726267
75,2018-02-15,jakarta barat,tegal alur,2,0,30,2018,kalideres,-6.1528985,106.74471823726267
76,2018-02-15,jakarta barat,tegal alur,3,0,30,2018,kalideres,-6.1528985,106.74471823726267
77,2018-02-15,jakarta barat,tegal alur,4,0,30,2018,kalideres,-6.1528985,106.74471823726267
78,2018-02-15,jakarta barat,tegal alur,5,0,30,2018,kalideres,-6.1528985,106.74471823726267
79,2018-02-15,jakarta barat,tegal alur,6,0,30,2018,kalideres,-6.1528985,106.74471823726267
80,2018-02-15,jakarta barat,tegal alur,7,0,30,2018,kalideres,-6.1528985,106.74471823726267
81,2018-02-15,jakarta barat,tegal alur,8,0,30,2018,kalideres,-6.1528985,106.74471823726267
82,2018-02-15,jakarta barat,tegal alur,9,0,30,2018,kalideres,-6.1528985,106.74471823726267
83,2018-02-15,jakarta barat,tegal alur,10,0,30,2018,kalideres,-6.1528985,106.74471823726267
84,2018-02-15,jakarta barat,tegal alur,11,0,30,2018,kalideres,-6.1528985,106.74471823726267
85,2018-02-15,jakarta barat,tegal alur,12,0,30,2018,kalideres,-6.1528985,106.74471823726267
86,2018-02-15,jakarta barat,tegal alur,13,0,30,2018,kalideres,-6.1528985,106.74471823726267
87,2018-02-15,jakarta barat,tegal alur,14,0,30,2018,kalideres,-6.1528985,106.74471823726267
88,2018-02-15,jakarta barat,tegal alur,15,0,30,2018,kalideres,-6.1528985,106.74471823726267
89,2018-02-15,jakarta barat,tegal alur,16,0,30,2018,kalideres,-6.1528985,106.74471823726267
90,2018-02-17,jakarta barat,tegal alur,1,0,30,2018,kalideres,-6.1528985,106.74471823726267
91,2018-02-17,jakarta barat,tegal alur,2,0,30,2018,kalideres,-6.1528985,106.74471823726267
92,2018-02-17,jakarta barat,tegal alur,3,0,30,2018,kalideres,-6.1528985,106.74471823726267
93,2018-02-17,jakarta barat,tegal alur,4,0,30,2018,kalideres,-6.1528985,106.74471823726267
94,2018-02-17,jakarta barat,tegal alur,5,0,30,2018,kalideres,-6.1528985,106.74471823726267
95,2018-02-17,jakarta barat,tegal alur,6,0,30,2018,kalideres,-6.1528985,106.74471823726267
96,2018-02-17,jakarta barat,tegal alur,7,0,30,2018,kalideres,-6.1528985,106.74471823726267
97,2018-02-17,jakarta barat,tegal alur,8,0,30,2018,kalideres,-6.1528985,106.74471823726267
98,2018-02-17,jakarta barat,tegal alur,9,0,30,2018,kalideres,-6.1528985,106.74471823726267
99,2018-02-17,jakarta barat,tegal alur,10,0,30,2018,kalideres,-6.1528985,106.74471823726267
100,2018-02-17,jakarta barat,tegal alur,11,0,30,2018,kalideres,-6.1528985,106.74471823726267
101,2018-02-17,jakarta barat,tegal alur,12,0,30,2018,kalideres,-6.1528985,106.74471823726267
102,2018-02-17,jakarta barat,tegal alur,13,0,30,2018,kalideres,-6.1528985,106.74471823726267
103,2018-02-17,jakarta barat,tegal alur,14,0,30,2018,kalideres,-6.1528985,106.74471823726267
104,2018-02-17,jakarta barat,tegal alur,15,0,30,2018,kalideres,-6.1528985,106.74471823726267
105,2018-02-17,jakarta barat,tegal alur,16,0,30,2018,kalideres,-6.1528985,106.74471823726267
106,2018-02-15,jakarta barat,kamal,1,0,50,2018,kalideres,-6.1528985,106.74471823726267
107,2018-02-15,jakarta barat,kamal,2,0,50,2018,kalideres,-6.1528985,106.74471823726267
108,2018-02-15,jakarta barat,kamal,3,0,50,2018,kalideres,-6.1528985,106.74471823726267
109,2018-02-15,jakarta barat,kamal,4,0,50,2018,kalideres,-6.1528985,106.74471823726267
110,2018-02-15,jakarta barat,kamal,5,0,50,2018,kalideres,-6.1528985,106.74471823726267
111,2018-02-15,jakarta barat,kamal,6,0,50,2018,kalideres,-6.1528985,106.74471823726267
112,2018-02-15,jakarta barat,kamal,7,0,50,2018,kalideres,-6.1528985,106.74471823726267
113,2018-02-15,jakarta barat,kamal,8,0,50,2018,kalideres,-6.1528985,106.74471823726267
114,2018-02-15,jakarta barat,kamal,9,0,50,2018,kalideres,-6.1528985,106.74471823726267
115,2018-02-15,jakarta barat,kapuk,1,0,60,2018,cengkareng,-6.12901455,106.944453775
116,2018-02-15,jakarta barat,kapuk,2,0,60,2018,cengkareng,-6.12901455,106.944453775
117,2018-02-15,jakarta barat,kapuk,3,0,60,2018,cengkareng,-6.12901455,106.944453775
118,2018-02-15,jakarta barat,kapuk,4,0,60,2018,cengkareng,-6.12901455,106.944453775
119,2018-02-15,jakarta barat,kapuk,5,0,60,2018,cengkareng,-6.12901455,106.944453775
120,2018-02-15,jakarta barat,kapuk,6,0,60,2018,cengkareng,-6.12901455,106.944453775
121,2018-02-15,jakarta barat,kapuk,7,0,60,2018,cengkareng,-6.12901455,106.944453775
122,2018-02-15,jakarta barat,kapuk,9,0,60,2018,cengkareng,-6.12901455,106.944453775
123,2018-02-15,jakarta barat,kapuk,10,0,60,2018,cengkareng,-6.12901455,106.944453775
124,2018-02-15,jakarta barat,kapuk,11,0,60,2018,cengkareng,-6.12901455,106.944453775
125,2018-02-15,jakarta barat,kapuk,12,0,60,2018,cengkareng,-6.12901455,106.944453775
126,2018-02-15,jakarta barat,kapuk,13,0,60,2018,cengkareng,-6.12901455,106.944453775
127,2018-02-15,jakarta barat,kapuk,15,0,60,2018,cengkareng,-6.12901455,106.944453775
128,2018-02-15,jakarta barat,kapuk,16,0,60,2018,cengkareng,-6.12901455,106.944453775
129,2018-02-16,jakarta barat,kapuk,1,0,60,2018,cengkareng,-6.12901455,106.944453775
130,2018-02-16,jakarta barat,kapuk,2,0,60,2018,cengkareng,-6.12901455,106.944453775
131,2018-02-16,jakarta barat,kapuk,3,0,60,2018,cengkareng,-6.12901455,106.944453775
132,2018-02-16,jakarta barat,kapuk,4,0,60,2018,cengkareng,-6.12901455,106.944453775
133,2018-02-16,jakarta barat,kapuk,5,0,60,2018,cengkareng,-6.12901455,106.944453775
134,2018-02-16,jakarta barat,kapuk,6,0,60,2018,cengkareng,-6.12901455,106.944453775
135,2018-02-16,jakarta barat,kapuk,7,0,60,2018,cengkareng,-6.12901455,106.944453775
136,2018-02-16,jakarta barat,kapuk,9,0,60,2018,cengkareng,-6.12901455,106.944453775
137,2018-02-16,jakarta barat,kapuk,10,0,60,2018,cengkareng,-6.12901455,106.944453775
138,2018-02-16,jakarta barat,kapuk,11,0,60,2018,cengkareng,-6.12901455,106.944453775
139,2018-02-16,jakarta barat,kapuk,12,0,60,2018,cengkareng,-6.12901455,106.944453775
140,2018-02-16,jakarta barat,kapuk,13,0,60,2018,cengkareng,-6.12901455,106.944453775
141,2018-02-16,jakarta barat,kapuk,15,0,60,2018,cengkareng,-6.12901455,106.944453775
142,2018-02-16,jakarta barat,kapuk,16,0,60,2018,cengkareng,-6.12901455,106.944453775
143,2018-02-15,jakarta barat,rawa buaya,1,0,30,2018,cengkareng,-6.12901455,106.944453775
144,2018-02-15,jakarta barat,rawa buaya,2,0,30,2018,cengkareng,-6.12901455,106.944453775
145,2018-02-15,jakarta barat,rawa buaya,5,0,30,2018,cengkareng,-6.12901455,106.944453775
146,2018-02-15,jakarta barat,rawa buaya,11,0,30,2018,cengkareng,-6.12901455,106.944453775
147,2018-02-15,jakarta barat,duri kosambi,4,0,50,2018,cengkareng,-6.12901455,106.944453775
148,2018-02-16,jakarta barat,duri kosambi,4,0,50,2018,cengkareng,-6.12901455,106.944453775
149,2018-02-15,jakarta barat,cengkareng barat,4,0,80,2018,cengkareng,-6.12901455,106.944453775
150,2018-02-15,jakarta barat,cengkareng barat,6,0,80,2018,cengkareng,-6.12901455,106.944453775
151,2018-02-15,jakarta barat,cengkareng barat,9,0,80,2018,cengkareng,-6.12901455,106.944453775
152,2018-02-15,jakarta barat,cengkareng barat,10,0,80,2018,cengkareng,-6.12901455,106.944453775
153,2018-02-15,jakarta barat,cengkareng barat,11,0,80,2018,cengkareng,-6.12901455,106.944453775
154,2018-02-15,jakarta barat,cengkareng barat,16,0,80,2018,cengkareng,-6.12901455,106.944453775
155,2018-02-16,jakarta barat,cengkareng barat,4,0,80,2018,cengkareng,-6.12901455,106.944453775
156,2018-02-16,jakarta barat,cengkareng barat,6,0,80,2018,cengkareng,-6.12901455,106.944453775
157,2018-02-16,jakarta barat,cengkareng barat,9,0,80,2018,cengkareng,-6.12901455,106.944453775
158,2018-02-16,jakarta barat,cengkareng barat,10,0,80,2018,cengkareng,-6.12901455,106.944453775
159,2018-02-16,jakarta barat,cengkareng barat,11,0,80,2018,cengkareng,-6.12901455,106.944453775
160,2018-02-16,jakarta barat,cengkareng barat,16,0,80,2018,cengkareng,-6.12901455,106.944453775
161,2018-02-15,jakarta barat,cengkareng timur,3,0,80,2018,cengkareng,-6.12901455,106.944453775
162,2018-02-15,jakarta barat,cengkareng timur,12,0,80,2018,cengkareng,-6.12901455,106.944453775
163,2018-02-15,jakarta barat,cengkareng timur,13,0,80,2018,cengkareng,-6.12901455,106.944453775
164,2018-02-15,jakarta barat,cengkareng timur,14,0,80,2018,cengkareng,-6.12901455,106.944453775
165,2018-02-15,jakarta barat,cengkareng timur,16,0,80,2018,cengkareng,-6.12901455,106.944453775
166,2018-02-16,jakarta barat,cengkareng timur,3,0,80,2018,cengkareng,-6.12901455,106.944453775
167,2018-02-16,jakarta barat,cengkareng timur,12,0,80,2018,cengkareng,-6.12901455,106.944453775
168,2018-02-16,jakarta barat,cengkareng timur,13,0,80,2018,cengkareng,-6.12901455,106.944453775
169,2018-02-16,jakarta barat,cengkareng timur,14,0,80,2018,cengkareng,-6.12901455,106.944453775
170,2018-02-16,jakarta barat,cengkareng timur,16,0,80,2018,cengkareng,-6.12901455,106.944453775
171,2018-02-15,jakarta barat,kembangan utara,4,0,30,2018,kembangan,-6.2897982,106.79692637055228
172,2018-02-15,jakarta barat,kembangan utara,10,0,30,2018,kembangan,-6.2897982,106.79692637055228
173,2018-02-15,jakarta barat,duri kepa,1,0,60,2018,kebon jeruk,-6.13700575,106.70159379305983
174,2018-02-15,jakarta barat,duri kepa,2,0,60,2018,kebon jeruk,-6.13700575,106.70159379305983
175,2018-02-15,jakarta barat,duri kepa,3,0,60,2018,kebon jeruk,-6.13700575,106.70159379305983
176,2018-02-15,jakarta barat,duri kepa,4,0,60,2018,kebon jeruk,-6.13700575,106.70159379305983
177,2018-02-15,jakarta barat,duri kepa,10,0,60,2018,kebon jeruk,-6.13700575,106.70159379305983
178,2018-02-15,jakarta barat,wijaya kusuma,3,0,50,2018,grogol petamburan,-6.1528985,106.74471823726267
179,2018-02-15,jakarta barat,wijaya kusuma,16,0,50,2018,grogol petamburan,-6.1528985,106.74471823726267
180,2018-02-16,jakarta barat,wijaya kusuma,3,0,50,2018,grogol petamburan,-6.1528985,106.74471823726267
181,2018-02-16,jakarta barat,wijaya kusuma,16,0,50,2018,grogol petamburan,-6.1528985,106.74471823726267
182,2018-02-15,jakarta barat,jelambar baru,1,0,30,2018,grogol petamburan,-6.1528985,106.74471823726267
183,2018-02-16,jakarta barat,jelambar baru,1,0,30,2018,grogol petamburan,-6.1528985,106.74471823726267
184,2018-02-15,jakarta barat,jati pulo,5,0,50,2018,palmerah,-6.24316375,106.79985029644791
185,2018-02-16,jakarta barat,jati pulo,5,0,50,2018,palmerah,-6.24316375,106.79985029644791
186,2018-02-05,jakarta selatan,pondok labu,3,480,50,2018,cilandak,-6.2491277499999995,106.77778178322814
187,2018-02-06,jakarta selatan,pondok labu,3,480,50,2018,cilandak,-6.2491277499999995,106.77778178322814
188,2018-02-05,jakarta selatan,pangadegan,1,2993,300,2018,pancoran,-6.19257205,106.76972548969255
189,2018-02-05,jakarta selatan,pangadegan,2,2993,300,2018,pancoran,-6.19257205,106.76972548969255
190,2018-02-06,jakarta selatan,pangadegan,1,2993,300,2018,pancoran,-6.19257205,106.76972548969255
191,2018-02-06,jakarta selatan,pangadegan,2,2993,300,2018,pancoran,-6.19257205,106.76972548969255
192,2018-02-07,jakarta selatan,pangadegan,1,2993,300,2018,pancoran,-6.19257205,106.76972548969255
193,2018-02-07,jakarta selatan,pangadegan,2,2993,300,2018,pancoran,-6.19257205,106.76972548969255
194,2018-02-08,jakarta selatan,pangadegan,1,2993,300,2018,pancoran,-6.19257205,106.76972548969255
195,2018-02-08,jakarta selatan,pangadegan,2,2993,300,2018,pancoran,-6.19257205,106.76972548969255
196,2018-02-09,jakarta selatan,pangadegan,1,2993,300,2018,pancoran,-6.19257205,106.76972548969255
197,2018-02-09,jakarta selatan,pangadegan,2,2993,300,2018,pancoran,-6.19257205,106.76972548969255
198,2018-02-05,jakarta selatan,rawa jati,1,1509,250,2018,pancoran,-6.19257205,106.76972548969255
199,2018-02-05,jakarta selatan,rawa jati,3,1509,250,2018,pancoran,-6.19257205,106.76972548969255
200,2018-02-05,jakarta selatan,rawa jati,7,1509,250,2018,pancoran,-6.19257205,106.76972548969255
201,2018-02-06,jakarta selatan,rawa jati,1,1509,250,2018,pancoran,-6.19257205,106.76972548969255
202,2018-02-06,jakarta selatan,rawa jati,3,1509,250,2018,pancoran,-6.19257205,106.76972548969255
203,2018-02-06,jakarta selatan,rawa jati,7,1509,250,2018,pancoran,-6.19257205,106.76972548969255
204,2018-02-07,jakarta selatan,rawa jati,1,1509,250,2018,pancoran,-6.19257205,106.76972548969255
205,2018-02-07,jakarta selatan,rawa jati,3,1509,250,2018,pancoran,-6.19257205,106.76972548969255
206,2018-02-07,jakarta selatan,rawa jati,7,1509,250,2018,pancoran,-6.19257205,106.76972548969255
207,2018-02-05,jakarta selatan,pejaten timur,5,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
208,2018-02-05,jakarta selatan,pejaten timur,6,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
209,2018-02-05,jakarta selatan,pejaten timur,7,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
210,2018-02-05,jakarta selatan,pejaten timur,8,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
211,2018-02-06,jakarta selatan,pejaten timur,5,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
212,2018-02-06,jakarta selatan,pejaten timur,6,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
213,2018-02-06,jakarta selatan,pejaten timur,7,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
214,2018-02-06,jakarta selatan,pejaten timur,8,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
215,2018-02-07,jakarta selatan,pejaten timur,5,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
216,2018-02-07,jakarta selatan,pejaten timur,6,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
217,2018-02-07,jakarta selatan,pejaten timur,7,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
218,2018-02-07,jakarta selatan,pejaten timur,8,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
219,2018-02-25,jakarta selatan,pejaten timur,5,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
220,2018-02-25,jakarta selatan,pejaten timur,6,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
221,2018-02-25,jakarta selatan,pejaten timur,7,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
222,2018-02-25,jakarta selatan,pejaten timur,8,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
223,2018-02-26,jakarta selatan,pejaten timur,5,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
224,2018-02-26,jakarta selatan,pejaten timur,6,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
225,2018-02-26,jakarta selatan,pejaten timur,7,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
226,2018-02-26,jakarta selatan,pejaten timur,8,962,200,2018,pasar minggu,-6.15993785,106.9024825763434
227,2018-02-05,jakarta selatan,kebon baru,10,0,80,2018,tebet,1.3210321,103.9129269
228,2018-02-06,jakarta selatan,kebon baru,10,0,80,2018,tebet,1.3210321,103.9129269
229,2018-02-07,jakarta selatan,kebon baru,10,0,80,2018,tebet,1.3210321,103.9129269
230,2018-02-05,jakarta selatan,manggarai,1,2347,200,2018,tebet,1.3210321,103.9129269
231,2018-02-05,jakarta selatan,manggarai,4,2347,200,2018,tebet,1.3210321,103.9129269
232,2018-02-06,jakarta selatan,manggarai,1,2347,200,2018,tebet,1.3210321,103.9129269
233,2018-02-06,jakarta selatan,manggarai,4,2347,200,2018,tebet,1.3210321,103.9129269
234,2018-02-07,jakarta selatan,manggarai,1,2347,200,2018,tebet,1.3210321,103.9129269
235,2018-02-07,jakarta selatan,manggarai,4,2347,200,2018,tebet,1.3210321,103.9129269
236,2018-02-06,jakarta selatan,bukit duri,10,0,40,2018,tebet,1.3210321,103.9129269
237,2018-02-06,jakarta selatan,bukit duri,11,0,40,2018,tebet,1.3210321,103.9129269
238,2018-02-05,jakarta selatan,lenteng agung,2,0,200,2018,jagakarsa,-6.12074995,106.9073669077304
239,2018-02-05,jakarta selatan,lenteng agung,3,0,200,2018,jagakarsa,-6.12074995,106.9073669077304
240,2018-02-05,jakarta selatan,lenteng agung,4,0,200,2018,jagakarsa,-6.12074995,106.9073669077304
241,2018-02-05,jakarta selatan,lenteng agung,6,0,200,2018,jagakarsa,-6.12074995,106.9073669077304
242,2018-02-05,jakarta selatan,lenteng agung,7,0,200,2018,jagakarsa,-6.12074995,106.9073669077304
243,2018-02-05,jakarta selatan,srengseng sawah,1,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
244,2018-02-05,jakarta selatan,srengseng sawah,2,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
245,2018-02-05,jakarta selatan,srengseng sawah,5,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
246,2018-02-05,jakarta selatan,srengseng sawah,6,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
247,2018-02-05,jakarta selatan,srengseng sawah,7,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
248,2018-02-05,jakarta selatan,srengseng sawah,8,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
249,2018-02-05,jakarta selatan,srengseng sawah,12,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
250,2018-02-06,jakarta selatan,srengseng sawah,1,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
251,2018-02-06,jakarta selatan,srengseng sawah,2,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
252,2018-02-06,jakarta selatan,srengseng sawah,5,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
253,2018-02-06,jakarta selatan,srengseng sawah,6,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
254,2018-02-06,jakarta selatan,srengseng sawah,7,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
255,2018-02-06,jakarta selatan,srengseng sawah,8,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
256,2018-02-06,jakarta selatan,srengseng sawah,12,265,300,2018,jagakarsa,-6.12074995,106.9073669077304
257,2018-02-05,jakarta selatan,bangka,2,0,40,2018,mampang prapatan,-6.2728548,106.8701892
258,2018-02-06,jakarta selatan,bangka,2,0,40,2018,mampang prapatan,-6.2728548,106.8701892
259,2018-02-03,jakarta timur,rawa terate,4,0,120,2018,cakung,-5.1342962,119.4124282
260,2018-02-03,jakarta timur,rawa terate,5,0,120,2018,cakung,-5.1342962,119.4124282
261,2018-02-05,jakarta timur,rawa terate,4,0,120,2018,cakung,-5.1342962,119.4124282
262,2018-02-05,jakarta timur,rawa terate,5,0,120,2018,cakung,-5.1342962,119.4124282
263,2018-02-06,jakarta timur,rawa terate,4,0,120,2018,cakung,-5.1342962,119.4124282
264,2018-02-06,jakarta timur,rawa terate,5,0,120,2018,cakung,-5.1342962,119.4124282
265,2018-02-15,jakarta timur,rawa terate,4,0,120,2018,cakung,-5.1342962,119.4124282
266,2018-02-15,jakarta timur,rawa terate,5,0,120,2018,cakung,-5.1342962,119.4124282
267,2018-02-16,jakarta timur,rawa terate,4,0,120,2018,cakung,-5.1342962,119.4124282
268,2018-02-16,jakarta timur,rawa terate,5,0,120,2018,cakung,-5.1342962,119.4124282
